Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Running,2020-07-09 19:55:50,false,"Seattle Running","4.83","254","00:31:32","139","180","3.2","158","186","6:31","4:15","100","97","0.96","--","--","--","--","--","--","0.0","--","--","5,046","18.0","No","00:05:36.3","5","27.0","--","--","--","00:31:27","00:31:32","58","104"
Running,2020-07-08 18:24:43,false,"Seattle Running","5.66","310","00:41:06","132","158","2.6","146","182","7:16","4:39","63","64","0.94","--","--","--","--","--","--","0.0","--","--","6,294","25.0","No","00:05:03.6","6","28.0","--","--","--","00:40:53","00:42:27","130","183"
Running,2020-06-29 17:12:24,false,"Seattle Running","4.57","217","00:23:17","146","161","3.1","177","219","5:06","0:59","9","10","1.11","--","--","--","--","--","--","0.0","--","--","4,104","23.0","No","00:02:54.1","5","28.0","--","--","--","00:23:10","00:23:21","96","102"
Running,2020-06-25 20:20:51,false,"Seattle Running","8.44","462","01:01:02","133","171","3.0","144","219","7:14","3:32","51","52","0.95","--","--","--","--","--","--","0.0","--","--","9,202","24.0","No","00:02:39.3","9","28.0","--","--","--","01:00:30","01:04:44","71","111"
Running,2020-06-23 17:32:33,false,"Seattle Running","9.77","537","00:58:03","149","169","3.5","164","227","5:57","2:50","120","121","1.03","--","--","--","--","--","--","0.0","--","--","9,784","26.0","No","00:04:58.4","10","31.0","--","--","--","00:57:33","01:57:09","-500","-500"
Running,2020-06-22 17:52:02,false,"Seattle Running","9.25","558","01:02:30","147","168","3.7","168","181","6:45","4:47","140","140","0.88","--","--","--","--","--","--","0.0","--","--","10,564","26.0","No","00:02:13.9","10","29.0","--","--","--","01:02:23","01:03:32","-500","-500"
Trail Running,2020-06-11 18:10:07,false,"King County Trail Running","7.48","542","01:00:34","147","173","3.5","155","184","8:06","5:05","265","253","0.79","--","--","--","--","--","--","0.0","--","--","9,866","20.0","No","00:02:47.9","8","27.0","--","--","--","01:00:12","01:03:37","213","403"
Running,2020-06-09 18:20:36,false,"Seattle Running","9.35","571","01:04:52","147","178","3.5","166","197","6:56","4:40","250","256","0.87","--","--","--","--","--","--","0.0","--","--","10,974","20.0","No","00:02:31.8","10","27.0","--","--","--","01:04:42","01:05:35","39","131"
Running,2020-06-06 15:12:45,false,"Seattle Running","21.27","1,206","02:09:44","154","172","4.3","173","211","6:06","4:39","168","175","0.95","--","--","--","--","--","--","0.0","--","--","22,624","23.0","No","00:02:07.1","22","31.0","--","--","--","02:09:13","02:12:27","74","170"
Running,2020-06-03 17:38:09,false,"Seattle Running","5.23","253","00:32:38","130","157","2.6","164","176","6:14","4:55","59","63","0.98","--","--","--","--","--","--","0.0","--","--","5,538","21.0","No","00:01:20.7","6","27.0","--","--","--","00:32:10","00:34:42","59","108"
Running,2020-06-01 16:38:11,false,"Seattle Running","6.28","340","00:40:45","140","165","2.9","163","178","6:29","4:32","79","76","0.94","--","--","--","--","--","--","0.0","--","--","6,844","23.0","No","00:02:14.9","7","27.0","--","--","--","00:40:22","00:42:17","70","120"
Running,2020-05-28 18:06:40,false,"Bellevue Running","5.15","258","00:31:05","138","166","3.0","171","192","6:02","4:23","23","29","0.97","--","--","--","--","--","--","0.0","--","--","5,558","26.0","No","00:00:57.5","6","28.0","--","--","--","00:30:41","00:34:34","3","19"
Running,2020-05-27 18:00:18,false,"Seattle Running","6.94","435","00:45:23","152","185","3.8","172","215","6:32","4:41","164","166","0.89","--","--","--","--","--","--","0.0","--","--","7,854","22.0","No","00:02:38.2","8","29.0","--","--","--","00:45:12","00:46:48","-7","94"
Running,2020-05-20 17:09:55,false,"Seattle Running","7.42","403","00:45:26","142","177","3.3","167","187","6:07","4:28","133","136","0.98","--","--","--","--","--","--","0.0","--","--","7,746","16.0","No","00:02:48.1","8","26.0","--","--","--","00:45:09","00:47:15","44","137"
Running,2020-05-18 18:30:52,false,"Seattle Running","5.58","311","00:36:51","138","157","2.8","167","186","6:36","4:50","79","81","0.91","--","--","--","--","--","--","0.0","--","--","6,254","21.0","No","00:04:03.0","6","26.0","--","--","--","00:36:42","00:37:22","55","86"
Running,2020-05-16 12:53:15,false,"Seattle Running","21.09","1,093","02:00:51","153","175","4.2","177","217","5:44","4:43","114","105","0.99","--","--","--","--","--","--","0.0","--","--","21,336","19.0","No","00:00:47.2","22","28.0","--","--","--","02:00:36","02:02:11","97","124"
Trail Running,2020-05-13 12:39:57,false,"Skagit County Trail Running","11.67","733","02:00:06","130","164","2.7","111","246","10:17","4:16","432","458","0.87","--","--","--","--","--","--","0.0","--","--","16,690","21.0","No","00:06:03.3","12","28.0","--","--","--","01:57:57","02:35:14","6","166"
Running,2020-05-11 15:59:42,false,"Seattle Running","6.71","388","00:39:57","152","172","3.4","168","178","5:57","4:02","89","92","1.00","--","--","--","--","--","--","0.0","--","--","6,852","24.0","No","00:04:37.3","7","29.0","--","--","--","00:39:43","00:42:30","83","134"
Trail Running,2020-05-08 14:05:08,false,"Bellevue Trail Running","8.24","610","01:07:57","148","171","3.6","145","179","8:15","2:55","187","184","0.95","--","--","--","--","--","--","0.0","--","--","10,274","26.0","No","00:02:41.6","9","31.0","--","--","--","01:06:02","01:07:57","79","218"
Trail Running,2020-05-06 13:14:23,false,"Issaquah Trail Running","7.26","577","01:09:15","143","170","3.2","127","249","9:32","4:33","411","425","0.81","--","--","--","--","--","--","0.0","--","--","9,212","15.0","No","00:01:22.8","8","27.0","--","--","--","01:08:24","01:09:15","204","615"
Running,2020-05-04 15:43:20,false,"Seattle Running","10.25","552","01:02:11","145","169","3.5","167","188","6:04","1:28","122","85","0.98","--","--","--","--","--","--","0.0","--","--","10,658","22.0","No","00:01:42.1","11","26.0","--","--","--","01:01:27","01:05:48","41","138"
Running,2020-05-01 12:39:14,false,"Seattle Running","16.13","904","01:30:46","159","184","5.0","176","184","5:38","4:10","27","23","1.01","--","--","--","--","--","--","0.0","--","--","15,950","20.0","No","00:01:02.5","17","28.0","--","--","--","01:30:36","01:31:04","55","66"
Running,2020-04-29 15:17:19,false,"Seattle Running","4.17","263","00:30:54","143","175","3.2","137","227","7:24","2:11","162","134","0.99","--","--","--","--","--","--","0.0","--","--","4,842","26.0","No","00:01:20.4","5","29.0","--","--","--","00:29:32","00:39:14","-2","94"
Running,2020-04-27 16:59:15,false,"Seattle Running","5.68","325","00:42:44","134","158","2.7","140","171","7:31","5:00","70","78","0.94","--","--","--","--","--","--","0.0","--","--","6,612","20.0","No","00:06:06.8","6","27.0","--","--","--","00:42:18","00:56:23","109","162"
Running,2020-04-23 15:15:03,false,"Seattle Running","7.62","446","00:47:15","151","171","3.7","172","222","6:12","4:29","100","101","0.94","--","--","--","--","--","--","0.0","--","--","8,314","20.0","No","00:03:44.0","8","27.0","--","--","--","00:47:01","00:49:32","8","53"
Running,2020-04-22 13:01:24,false,"Seattle Running","10.02","468","00:55:33","143","164","3.3","165","184","5:33","0:59","16","13","1.10","--","--","--","--","--","--","0.0","--","--","9,380","15.0","No","00:00:39.6","11","28.0","--","--","--","00:55:06","01:06:52","47","54"
Running,2020-04-20 15:55:04,false,"Seattle Running","5.01","217","00:31:42","123","166","2.3","155","190","6:20","3:51","61","51","1.01","--","--","--","--","--","--","0.0","--","--","5,146","23.0","No","00:00:07.7","6","29.0","--","--","--","00:31:20","00:34:47","64","105"
Running,2020-04-17 12:09:03,false,"Seattle Running","7.03","385","00:44:47","143","166","3.2","155","185","6:22","4:17","96","106","1.01","--","--","--","--","--","--","0.0","--","--","7,792","22.0","No","00:00:13.5","8","28.0","--","--","--","00:43:50","00:55:33","47","137"
Running,2020-04-15 14:32:43,false,"Seattle Running","5.65","309","00:40:03","136","172","2.8","149","195","7:05","4:41","68","55","0.94","--","--","--","--","--","--","0.0","--","--","6,290","21.0","No","00:03:56.1","6","27.0","--","--","--","00:39:47","00:41:55","91","140"
Running,2020-04-13 13:31:18,false,"Seattle Running","10.10","548","01:03:31","146","166","3.3","167","236","6:18","4:21","208","203","0.95","--","--","--","--","--","--","0.0","--","--","10,776","20.0","No","00:00:47.5","11","29.0","--","--","--","01:02:55","01:17:22","-6","122"
Running,2020-04-10 12:45:09,false,"Seattle Running","10.10","551","01:02:25","147","173","3.7","163","181","6:11","4:28","182","172","0.99","--","--","--","--","--","--","0.0","--","--","10,524","22.0","No","00:00:46.4","11","31.0","--","--","--","01:01:31","01:09:49","13","114"
Running,2020-04-08 16:27:20,false,"Seattle Running","5.88","319","00:34:14","148","169","3.3","167","225","5:49","4:29","67","67","1.03","--","--","--","--","--","--","0.0","--","--","5,838","20.0","No","00:05:20.9","6","28.0","--","--","--","00:33:50","00:35:15","68","122"
Running,2020-04-06 16:11:18,false,"Seattle Running","10.02","538","01:03:50","143","167","3.4","162","184","6:22","4:21","239","235","0.97","--","--","--","--","--","--","0.0","--","--","10,868","19.0","No","00:00:06.1","11","28.0","--","--","--","01:02:59","01:09:37","-12","111"
Running,2020-04-03 17:38:39,false,"Seattle Running","10.15","522","01:00:44","144","168","3.7","161","225","5:59","3:55","102","99","1.04","--","--","--","--","--","--","0.0","--","--","10,118","13.0","No","00:01:00.9","11","27.0","--","--","--","01:00:10","01:04:41","-14","91"
Running,2020-04-01 14:01:06,false,"Seattle Running","7.26","367","00:44:33","140","167","3.3","163","221","6:08","3:43","141","143","1.00","--","--","--","--","--","--","0.0","--","--","7,562","16.0","No","00:01:54.0","8","28.0","--","--","--","00:43:35","00:58:44","25","113"
Running,2020-03-30 14:54:37,false,"Seattle Running","6.45","357","00:45:29","136","153","3.0","158","225","7:03","2:58","172","170","0.90","--","--","--","--","--","--","0.0","--","--","7,674","10.0","No","00:02:56.9","7","30.0","--","--","--","00:44:31","02:21:32","64","125"
Running,2020-03-27 14:22:40,false,"Seattle Running","7.38","395","00:43:40","150","173","3.6","167","227","5:55","3:45","113","117","1.01","--","--","--","--","--","--","0.0","--","--","7,536","16.0","No","00:02:50.0","8","26.0","--","--","--","00:43:03","00:58:19","5","107"
Running,2020-03-25 12:13:15,false,"Seattle Running","10.71","579","01:11:04","145","171","3.2","162","178","6:38","4:34","229","219","0.93","--","--","--","--","--","--","0.0","--","--","11,868","14.0","No","00:05:14.9","11","28.0","--","--","--","01:10:26","01:15:43","82","206"
Running,2020-03-23 12:38:15,false,"Seattle Running","5.63","285","00:36:05","135","165","2.9","163","175","6:25","3:41","107","117","0.96","--","--","--","--","--","--","0.0","--","--","6,080","16.0","No","00:04:16.7","6","30.0","--","--","--","00:35:33","01:27:51","137","200"
Running,2020-03-20 15:15:07,false,"Seattle Running","5.70","298","00:34:54","145","164","3.1","156","176","6:08","4:25","108","101","1.04","--","--","--","--","--","--","0.0","--","--","6,010","21.0","No","00:04:17.8","6","28.0","--","--","--","00:33:48","00:41:54","-203","-108"
Running,2020-03-17 15:39:59,false,"Seattle Running","6.16","317","00:36:11","147","175","3.4","170","182","5:52","4:23","79","76","1.00","--","--","--","--","--","--","0.0","--","--","6,214","16.0","No","00:01:01.7","7","25.0","--","--","--","00:35:48","00:37:29","-152","-98"
Trail Running,2020-03-16 14:40:18,false,"Seattle Trail Running","4.33","253","00:26:42","154","181","3.5","170","183","6:10","4:41","88","83","0.95","--","--","--","--","--","--","0.0","--","--","4,556","18.0","No","00:01:59.8","5","29.0","--","--","--","00:26:27","00:26:42","-186","-140"
Trail Running,2020-03-09 13:35:18,false,"Seattle Trail Running","8.65","547","00:58:05","154","176","4.6","170","181","6:43","4:51","181","179","0.88","--","--","--","--","--","--","0.0","--","--","9,860","16.0","No","00:04:35.1","9","25.0","--","--","--","00:57:51","00:58:05","-56","-8"
Running,2020-03-02 12:37:49,false,"Seattle Running","6.19","318","00:37:33","145","174","3.5","168","179","6:04","2:41","103","13","0.98","--","--","--","--","--","--","0.0","--","--","6,402","16.0","No","00:01:21.3","7","27.0","--","--","--","00:37:06","00:49:32","-52","48"
Trail Running,2020-02-26 11:11:13,false,"King County Trail Running","7.35","475","00:54:36","147","173","4.0","152","175","7:26","4:52","124","126","0.89","--","--","--","--","--","--","0.0","--","--","8,488","17.0","No","00:02:42.5","8","30.0","--","--","--","00:53:27","00:57:42","72","117"
Treadmill Running,2020-02-25 13:03:23,false,"Treadmill Running","3.24","398","00:52:52","133","154","3.1","99","134","16:20","11:54","--","--","0.62","--","--","--","--","--","--","0.0","--","--","5,506","24.0","No","00:05:13.4","4","28.0","--","--","--","00:45:57","00:52:52","--","--"
Trail Running,2020-02-23 13:58:56,false,"Kirkland Trail Running","10.03","650","01:19:33","147","172","4.3","157","227","7:56","5:33","163","178","0.81","--","--","--","--","--","--","0.0","--","--","12,600","15.0","No","00:00:18.7","11","26.0","--","--","--","01:18:46","01:19:33","117","171"
Running,2020-02-07 12:52:57,false,"King County Running","6.45","387","00:46:51","147","180","3.1","151","178","7:16","4:47","198","195","0.89","--","--","--","--","--","--","0.0","--","--","7,284","16.0","No","00:01:56.1","9","28.0","--","--","--","00:46:30","00:49:23","-500","-500"
Trail Running,2020-01-29 13:28:40,false,"Seattle Trail Running","5.27","331","00:37:35","148","173","3.4","160","181","7:08","4:33","115","114","0.88","--","--","--","--","--","--","0.0","--","--","6,082","17.0","No","00:01:45.6","6","28.0","--","--","--","00:36:23","00:43:02","-355","-310"
Running,2020-01-23 12:16:15,false,"Seattle Running","3.96","237","00:24:45","154","168","3.3","171","184","6:15","0:54","5","4","0.94","--","--","--","--","--","--","0.0","--","--","4,322","16.0","No","00:05:58.2","4","20.0","--","--","--","00:24:42","00:24:45","62","66"
Running,2020-01-23 11:47:49,false,"Seattle Running","5.03","219","00:24:57","146","174","3.2","182","189","4:58","4:19","5","7","1.11","--","--","--","--","--","--","0.0","--","--","4,536","17.0","No","00:00:15.9","6","28.0","--","--","--","00:24:55","00:25:03","60","67"
Running,2020-01-18 15:41:23,false,"Seattle Running","8.40","446","00:49:03","153","175","4.0","171","184","5:50","4:29","94","99","1.00","--","--","--","--","--","--","0.0","--","--","8,494","17.0","No","00:02:31.6","9","29.0","--","--","--","00:48:50","00:51:41","-151","-103"
Running,2020-01-14 16:12:16,false,"Seattle Running","9.03","479","00:52:54","152","179","4.4","173","187","5:51","4:41","20","15","0.99","--","--","--","--","--","--","0.0","--","--","9,204","4.0","No","00:00:18.9","10","23.0","--","--","--","00:52:44","00:53:26","-140","-129"
Treadmill Running,2020-01-10 14:18:03,false,"Treadmill Running","7.24","379","00:48:12","138","159","3.5","159","181","6:40","5:01","--","--","0.94","--","--","--","--","--","--","0.0","--","--","7,664","23.0","No","00:04:31.9","8","26.0","--","--","--","00:45:01","00:48:12","--","--"
Running,2020-01-02 12:24:20,false,"Seattle Running","5.37","253","00:28:45","149","172","3.5","172","180","5:22","4:29","8","6","1.09","--","--","--","--","--","--","0.0","--","--","4,944","16.0","No","00:02:21.2","6","28.0","--","--","--","00:28:44","00:28:53","36","42"
Running,2019-12-22 11:39:59,false,"Seattle Running","5.89","310","00:33:17","156","184","3.9","174","187","5:39","3:28","74","69","1.02","--","--","--","--","--","--","0.0","--","--","5,808","15.0","No","00:05:00.5","6","25.0","--","--","--","00:33:10","00:34:05","30","84"
Treadmill Running,2019-12-19 15:24:15,false,"Treadmill Running","5.45","315","00:34:11","157","180","4.3","161","183","6:16","4:53","--","--","0.98","--","--","--","--","--","--","0.0","--","--","5,526","24.0","No","00:04:12.8","6","29.0","--","--","--","00:32:13","00:34:11","--","--"
Treadmill Running,2019-12-15 13:21:21,false,"Treadmill Running","5.13","280","00:30:28","154","171","4.0","170","184","5:56","4:51","--","--","0.99","--","--","--","--","--","--","0.0","--","--","5,210","22.0","No","00:01:13.2","6","27.0","--","--","--","00:29:39","00:30:28","--","--"
Running,2019-12-09 14:42:17,false,"Sydney Running","7.17","435","00:52:19","148","177","3.8","141","227","7:18","4:10","158","170","0.97","--","--","--","--","--","--","0.0","--","--","8,500","27.0","No","00:01:08.0","8","31.0","--","--","--","00:51:30","01:00:09","33","122"
Running,2019-12-07 07:59:46,false,"Canberra Running","5.00","233","00:26:19","149","172","3.5","173","183","5:16","4:32","29","30","1.10","--","--","--","--","--","--","0.0","--","--","4,558","21.0","No","00:00:02.7","6","27.0","--","--","--","00:26:17","00:26:24","578","587"
Running,2019-12-04 17:31:15,false,"Melbourne Running","7.36","357","00:50:05","135","163","3.1","154","178","6:48","4:49","112","117","0.95","--","--","--","--","--","--","0.0","--","--","8,116","24.0","No","00:03:11.3","8","28.0","--","--","--","00:49:32","00:55:39","12","61"
Running,2019-12-02 16:30:14,false,"Sydney Running","5.62","376","00:46:05","149","175","3.8","151","179","8:12","4:54","155","153","0.81","--","--","--","--","--","--","0.0","--","--","7,500","25.0","No","00:03:59.8","6","29.0","--","--","--","00:45:16","00:54:34","27","123"
Running,2019-11-30 10:08:06,false,"Sydney Running","7.82","489","01:01:17","148","177","3.8","149","227","7:50","5:16","165","161","0.85","--","--","--","--","--","--","0.0","--","--","9,682","24.0","No","00:06:45.1","8","30.0","--","--","--","01:00:33","01:08:08","21","110"
Running,2019-11-28 11:17:32,false,"Sydney Running","4.19","255","00:32:18","143","160","3.0","160","174","7:42","6:05","40","40","0.81","--","--","--","--","--","--","0.0","--","--","5,280","28.0","No","00:01:58.3","5","31.0","--","--","--","00:32:00","00:34:29","7","33"
Running,2019-10-11 12:43:23,false,"Seattle Running","5.12","245","00:34:46","139","172","3.0","145","211","6:47","4:24","10","94","1.01","--","--","--","--","--","--","0.0","--","--","5,294","20.0","No","00:00:45.3","6","26.0","--","--","--","00:34:35","00:36:46","67","159"
Trail Running,2019-10-09 12:59:51,false,"Seattle Trail Running","6.44","362","00:44:05","148","174","4.0","160","176","6:51","4:48","160","158","0.91","--","--","--","--","--","--","0.0","--","--","7,094","13.0","No","00:03:34.2","7","29.0","--","--","--","00:43:04","00:44:41","18","120"
Running,2019-10-02 13:05:16,false,"Seattle Running","5.08","247","00:29:51","149","166","3.6","169","176","5:52","4:39","9","3","1.00","--","--","--","--","--","--","0.0","--","--","5,078","21.0","No","00:00:37.0","6","26.0","--","--","--","00:29:44","00:30:11","40","46"
Running,2019-09-29 13:32:28,false,"Seattle Running","8.58","403","00:55:01","141","168","3.3","169","186","6:25","4:23","117","114","0.93","--","--","--","--","--","--","0.0","--","--","9,298","16.0","No","00:03:08.4","9","27.0","--","--","--","00:54:49","00:57:58","-12","31"
Running,2019-09-27 14:01:16,false,"Seattle Running","6.01","323","00:38:44","152","174","3.8","169","176","6:27","5:08","74","65","0.92","--","--","--","--","--","--","0.0","--","--","6,548","21.0","No","00:00:09.8","7","28.0","--","--","--","00:38:37","00:39:26","144","195"
Trail Running,2019-09-25 10:46:35,false,"King County Trail Running","20.67","1,564","04:48:47","136","170","4.0","67","237","13:58","1:19","1,078","1,062","1.26","--","--","--","--","--","--","0.0","--","--","25,252","16.0","No","00:07:40.8","21","27.0","--","--","--","04:06:13","05:25:05","937","1,792"
Trail Running,2019-09-16 12:18:17,false,"Seattle Trail Running","6.79","424","00:52:39","147","182","4.4","155","216","7:45","4:53","146","148","0.84","--","--","--","--","--","--","0.0","--","--","8,302","21.0","No","00:06:30.4","7","29.0","--","--","--","00:52:38","00:52:39","182","276"
Treadmill Running,2019-08-21 18:23:58,false,"Treadmill Running","3.24","161","00:22:19","131","147","2.7","155","171","6:53","5:28","--","--","0.93","--","--","--","--","--","--","0.0","--","--","3,476","27.0","No","00:01:47.5","4","28.0","--","--","--","00:21:03","00:22:19","--","--"
Trail Running,2019-07-03 13:14:38,false,"Seattle Trail Running","5.00","316","00:35:31","154","170","4.0","166","193","7:06","4:09","101","103","0.85","--","--","--","--","--","--","0.0","--","--","5,934","20.0","No","00:06:03.1","5","28.0","--","--","--","00:35:14","00:35:31","124","172"
Running,2019-06-29 12:19:36,false,"Seattle Running","10.16","553","01:00:23","161","178","5.0","171","220","5:57","4:36","52","51","0.98","--","--","--","--","--","--","0.0","--","--","10,358","25.0","No","00:00:54.7","11","30.0","--","--","--","00:59:43","01:05:24","59","85"
Running,2019-06-26 12:38:03,false,"Seattle Running","6.19","365","00:41:39","156","178","4.2","163","174","6:44","4:51","73","67","0.91","--","--","--","--","--","--","0.0","--","--","6,872","25.0","No","00:01:35.3","7","31.0","--","--","--","00:41:13","00:42:42","60","98"
Running,2019-05-28 13:17:30,false,"Seattle Running","8.94","459","00:51:32","156","171","4.2","171","176","5:46","4:52","14","12","1.01","--","--","--","--","--","--","0.0","--","--","8,802","21.0","No","00:05:31.3","9","29.0","--","--","--","00:51:12","00:51:36","681","686"
Trail Running,2019-05-14 13:06:19,false,"Seattle Trail Running","6.74","374","00:45:46","148","175","3.6","154","201","6:47","4:43","157","158","0.95","--","--","--","--","--","--","0.0","--","--","7,280","20.0","No","00:04:51.7","7","30.0","--","--","--","00:45:21","00:45:46","356","456"
Running,2019-05-09 12:13:01,false,"Seattle Running","5.40","302","00:38:02","146","175","3.5","149","176","7:02","4:44","57","55","0.95","--","--","--","--","--","--","0.0","--","--","5,804","27.0","No","00:04:32.5","6","31.0","--","--","--","00:36:17","00:38:02","107","131"
Running,2019-04-25 12:06:05,false,"Seattle Running","6.93","348","00:47:06","141","170","3.8","150","230","6:48","4:26","21","14","0.96","--","--","--","--","--","--","0.0","--","--","7,140","20.0","No","00:05:27.5","7","30.0","--","--","--","00:46:32","00:47:06","11","24"
Running,2019-04-18 11:51:57,false,"Seattle Running","5.02","213","00:25:41","147","179","3.2","172","181","5:07","4:27","14","13","1.14","--","--","--","--","--","--","0.0","--","--","4,416","20.0","No","00:00:06.7","6","28.0","--","--","--","00:25:28","00:28:56","77","101"
Trail Running,2019-04-06 13:30:24,false,"Seattle Trail Running","10.04","544","01:04:29","152","168","4.1","170","189","6:25","4:28","202","200","0.91","--","--","--","--","--","--","0.0","--","--","10,968","17.0","No","00:00:15.7","11","30.0","--","--","--","01:04:11","01:05:00","180","227"
Running,2019-03-30 10:40:55,false,"Seattle Running","10.56","567","01:05:38","157","174","4.6","163","178","6:13","4:35","102","99","0.99","--","--","--","--","--","--","0.0","--","--","10,748","20.0","No","00:03:26.1","11","28.0","--","--","--","01:04:24","01:05:38","11","48"
Running,2019-03-26 07:20:33,false,"Seattle Running","5.96","324","00:39:13","154","179","3.7","160","180","6:34","4:56","71","73","0.95","--","--","--","--","--","--","0.0","--","--","6,314","14.0","No","00:06:02.2","6","28.0","--","--","--","00:38:32","00:39:13","107","157"
Running,2019-03-19 07:20:08,false,"Seattle - Running","6.46","331","00:40:31","152","173","3.7","163","184","6:17","4:39","81","79","0.98","--","--","--","--","--","--","0.0","--","--","6,720","17.0","No","00:03:54.1","7","28.0","--","--","--","00:40:04","00:40:31","86","135"
Treadmill Running,2019-03-14 07:15:28,false,"Treadmill Running","2.90","315","00:46:49","134","159","3.0","94","137","16:09","10:12","--","--","0.66","--","--","--","--","--","--","0.0","--","--","4,736","25.0","No","00:14:21","3","27.0","--","--","--","00:34:26","00:46:49","--","--"
Running,2019-03-13 07:18:53,false,"Seattle - Running","5.99","317","00:39:06","155","178","3.7","160","183","6:31","4:32","68","72","0.96","--","--","--","--","--","--","0.0","--","--","6,346","14.0","No","00:06:12.6","6","27.0","--","--","--","00:37:17","00:39:06","84","137"
Running,2019-03-05 07:06:41,false,"Seattle - Running","5.92","306","00:37:42","155","181","3.8","161","183","6:22","4:56","72","71","0.98","--","--","--","--","--","--","0.0","--","--","6,134","10.0","No","00:05:58.3","6","27.0","--","--","--","00:36:01","00:37:42","-257","-201"
Treadmill Running,2019-02-27 10:51:48,false,"Treadmill Running","2.77","226","00:45:25","118","139","2.1","87","141","16:23","10:02","--","--","0.69","--","--","--","--","--","--","0.0","--","--","4,248","23.0","No","00:13:28","3","26.0","--","--","--","00:33:21","00:45:25","--","--"
Running,2019-02-25 07:19:33,false,"Seattle Running","6.89","364","00:43:25","158","178","4.5","162","183","6:18","3:53","103","101","0.98","--","--","--","--","--","--","0.0","--","--","7,152","7.0","No","00:05:37.1","7","22.0","--","--","--","00:41:39","00:43:25","-130","-78"
Treadmill Running,2019-02-19 07:12:08,false,"Treadmill Running","5.70","282","00:40:03","138","159","3.5","152","179","7:02","5:09","--","--","0.93","--","--","--","--","--","--","0.0","--","--","6,268","24.0","No","00:05:37.8","6","26.0","--","--","--","00:35:42","00:40:03","--","--"
Treadmill Running,2019-02-14 07:16:21,false,"Treadmill Running","6.35","326","00:43:36","145","166","3.9","154","178","6:52","4:59","--","--","0.93","--","--","--","--","--","--","0.0","--","--","6,850","23.0","No","00:05:47.1","7","26.0","--","--","--","00:41:32","00:43:36","--","--"
Running,2019-02-12 07:59:32,false,"Seattle Running","6.46","324","01:05:25","119","157","2.3","111","249","10:07","4:22","82","79","0.89","--","--","--","--","--","--","0.0","--","--","7,880","12.0","No","00:08:06.7","7","23.0","--","--","--","01:04:03","01:05:25","797","849"
Treadmill Running,2019-02-05 08:31:58,false,"Treadmill Running","5.88","313","00:40:47","145","170","3.6","154","173","6:56","5:09","--","--","0.94","--","--","--","--","--","--","0.0","--","--","6,380","21.0","No","00:06:07.3","6","24.0","--","--","--","00:39:06","00:40:47","--","--"
Treadmill Running,2018-12-18 07:23:57,false,"Treadmill Running","5.84","349","00:45:19","143","167","3.9","142","176","7:46","5:11","--","--","0.90","--","--","--","--","--","--","0.0","--","--","6,762","23.0","No","--:--:--","6","27.0","--","--","--","00:39:05","00:45:19","--","--"
Treadmill Running,2018-12-11 07:12:53,false,"Treadmill Running","6.13","356","00:45:44","144","164","3.8","148","175","7:27","5:47","--","--","0.90","--","--","--","--","--","--","0.0","--","--","6,974","22.0","No","--:--:--","7","26.0","--","--","--","00:42:06","00:45:44","--","--"
Treadmill Running,2018-12-06 07:10:56,false,"Treadmill Running","4.21","314","00:45:08","133","164","3.6","122","250","10:43","4:23","--","--","0.74","--","--","--","--","--","--","0.0","--","--","5,812","20.0","No","--:--:--","5","25.0","--","--","--","00:38:22","00:45:08","--","--"
Treadmill Running,2018-12-04 07:09:45,false,"Treadmill Running","6.03","336","00:43:43","140","157","3.5","151","173","7:15","5:04","--","--","0.91","--","--","--","--","--","--","0.0","--","--","6,736","23.0","No","--:--:--","7","26.0","--","--","--","00:40:31","00:44:01","--","--"
Treadmill Running,2018-11-27 07:08:31,false,"Treadmill Running","6.26","333","00:46:15","138","166","3.4","151","175","7:23","5:47","--","--","0.89","--","--","--","--","--","--","0.0","--","--","7,066","23.0","No","--:--:--","7","28.0","--","--","--","00:43:16","00:46:15","--","--"
Treadmill Running,2018-11-20 07:19:16,false,"Treadmill Running","5.93","342","01:08:10","119","164","3.3","98","173","11:29","5:47","--","--","0.84","--","--","--","--","--","--","0.0","--","--","6,976","21.0","No","--:--:--","6","26.0","--","--","--","00:41:19","01:08:10","--","--"
Treadmill Running,2018-11-13 07:25:21,false,"Treadmill Running","6.17","329","00:43:46","141","161","3.3","150","175","7:06","5:38","--","--","0.93","--","--","--","--","--","--","0.0","--","--","6,772","24.0","No","--:--:--","7","26.0","--","--","--","00:40:26","00:43:46","--","--"
Treadmill Running,2018-11-08 17:39:45,false,"Treadmill Running","4.97","326","00:43:12","141","162","3.4","128","179","8:41","4:56","--","--","0.89","--","--","--","--","--","--","0.0","--","--","5,718","23.0","No","--:--:--","5","27.0","--","--","--","00:33:33","00:43:12","--","--"
