Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Total Ascent,Total Descent,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Ground Contact Time,Avg GCT Balance,Avg GAP,Normalized Power® (NP®),Training Stress Score®,Avg Power,Max Power,Steps,Min Temp,Decompression,Best Lap Time,Number of Laps,Max Temp,Avg Resp,Min Resp,Max Resp,Moving Time,Elapsed Time,Min Elevation,Max Elevation
Trail Running,2023-05-04 17:24:54,false,"Issaquah Trail Running","7.65","580","01:22:57","146","173","3.3","137","222","10:51","5:14","614","611","0.67","--","--","--","--","7:23","186","0.0","154","279","11,862","--","No","00:04:40.0","8","--","--","--","--","01:21:21","01:22:57","240","854"
Trail Running,2023-04-28 12:36:03,false,"Bellevue Trail Running","8.28","551","01:08:08","153","171","3.4","155","213","8:14","5:50","194","189","0.80","9.9","8.0","296","50.4% L / 49.6% R","7:43","188","0.0","174","297","10,392","--","No","00:03:20.5","9","--","34","22","41","01:06:57","01:08:08","73","203"
Running,2023-04-26 17:41:04,false,"Seattle Running","10.16","590","01:13:36","142","171","3.5","154","190","7:15","4:48","198","197","0.90","9.5","8.5","287","50.6% L / 49.4% R","6:51","204","0.0","190","316","11,160","--","No","00:01:50.2","11","--","30","19","43","01:11:30","01:13:36","-7","118"
Running,2023-04-24 16:59:47,false,"Seattle Running","5.53","295","00:35:51","136","157","3.2","158","176","6:29","5:25","7","8","0.97","7.9","7.9","269","50.2% L / 49.8% R","6:27","209","0.0","190","271","5,608","--","No","00:05:41.6","6","--","26","17","32","00:35:24","00:35:51","48","55"
Trail Running,2023-04-23 09:16:30,false,"Yakima County Trail Running","10.87","640","01:25:48","141","161","3.2","147","185","7:54","5:40","196","212","0.85","9.4","8.1","297","50.6% L / 49.4% R","7:35","188","0.0","173","318","12,388","--","No","00:06:02.6","11","--","32","20","41","01:24:15","01:25:48","398","529"
Running,2023-04-21 12:52:13,false,"Seattle Running","5.41","298","00:46:37","120","155","2.9","118","240","8:37","5:12","54","52","1.00","--","--","--","--","8:36","196","0.0","149","290","5,664","--","No","00:05:42.9","6","--","--","--","--","00:36:29","00:46:37","25","62"
Running,2023-04-19 12:24:54,false,"Seattle Running","5.63","310","00:34:36","149","168","3.4","161","248","6:09","4:42","71","71","1.02","8.4","8.6","265","50.5% L / 49.5% R","6:01","229","0.0","216","330","5,510","--","No","00:04:50.8","6","--","30","16","40","00:34:02","00:34:36","1","27"
Running,2023-04-18 16:55:41,false,"Seattle Running","8.25","450","00:56:16","137","157","3.4","152","179","6:49","4:27","112","112","0.97","8.3","8.1","281","50.2% L / 49.8% R","6:37","211","0.0","194","332","8,464","--","No","00:02:49.8","9","--","30","16","39","00:53:49","00:56:16","24","94"
Running,2023-04-14 12:40:49,false,"Seattle Running","5.68","303","00:42:58","126","158","2.7","140","180","7:34","4:29","67","62","0.94","--","--","--","--","7:24","203","0.0","171","309","6,168","--","No","00:06:10.3","6","--","--","--","--","00:41:23","00:42:58","7","52"
Running,2023-04-12 17:59:04,false,"Seattle Running","4.09","227","00:37:28","115","147","2.3","122","167","9:10","5:40","99","96","0.89","--","--","--","--","8:26","168","0.0","138","333","4,824","--","No","00:01:20.8","5","--","--","--","--","00:36:03","00:37:28","18","110"
Running,2023-04-10 07:33:21,false,"Seattle Running","9.40","543","01:06:50","141","159","3.4","156","204","7:07","5:20","94","94","0.91","9.6","8.8","279","51.2% L / 48.8% R","6:57","205","0.0","194","320","10,294","--","No","00:00:30.8","11","--","33","15","45","01:03:44","01:06:52","23","66"
Running,2023-04-07 17:16:19,false,"Seattle Running","5.58","294","00:37:36","132","158","3.0","157","207","6:44","4:20","87","76","0.95","--","--","--","--","6:30","212","0.0","200","317","5,958","--","No","00:04:57.8","6","--","--","--","--","00:36:58","00:37:36","134","222"
Running,2023-03-23 11:47:59,false,"Seattle Running","5.26","296","00:35:16","145","166","3.2","159","172","6:42","5:34","58","53","0.94","8.8","8.5","278","50.5% L / 49.5% R","6:32","213","0.0","200","298","5,568","--","No","00:03:30.1","6","--","29","16","42","00:33:52","00:35:16","62","105"
Running,2023-03-22 17:22:41,false,"Seattle Running","5.63","310","00:43:17","132","163","2.7","143","221","7:41","5:30","50","68","0.93","8.8","8.2","297","50.4% L / 49.6% R","7:37","195","0.0","173","315","6,094","--","No","00:05:56.7","6","--","28","17","38","00:39:59","00:43:17","55","85"
Running,2023-03-17 12:48:50,false,"King County Running","6.31","382","00:45:52","150","174","3.3","161","176","7:16","5:48","120","117","0.87","10.8","9.4","285","50.7% L / 49.3% R","7:00","210","0.0","204","292","7,302","--","No","00:02:00.7","7","--","34","21","43","00:45:46","00:45:52","365","456"
Running,2023-03-16 18:21:29,false,"Seattle Running","5.05","270","00:36:38","125","138","2.6","156","168","7:16","5:48","48","47","0.89","9.4","8.5","291","50.8% L / 49.2% R","7:08","195","0.0","186","258","5,676","--","No","00:01:01.4","6","--","33","12","41","00:36:10","00:36:38","65","93"
Running,2023-03-15 14:38:05,false,"Seattle Running","7.00","362","00:51:36","122","157","2.8","133","219","7:22","4:06","49","51","1.03","--","--","--","--","7:15","211","0.0","176","332","7,118","--","No","00:05:55.0","7","--","--","--","--","00:44:14","01:38:32","4","33"
Running,2023-03-14 07:52:23,false,"Seattle Running","7.38","427","00:50:54","144","161","3.5","159","225","6:54","5:28","84","75","0.91","--","--","--","--","6:46","206","0.0","197","312","8,106","--","No","00:03:04.4","8","--","--","--","--","00:49:26","00:50:54","10","58"
Running,2023-03-09 17:33:58,false,"Seattle Running","5.74","343","00:57:28","125","156","2.7","124","245","10:01","5:39","143","132","0.80","--","--","--","--","9:37","155","0.0","127","300","7,320","--","No","00:07:24.1","6","--","--","--","--","00:54:31","00:57:28","14","139"
Running,2023-03-08 12:27:52,false,"Seattle Running","5.61","319","00:37:03","144","165","3.4","155","177","6:37","4:52","62","58","0.98","--","--","--","--","6:31","216","0.0","202","305","5,838","--","No","00:05:17.4","6","--","--","--","--","00:35:31","00:37:03","6","33"
Treadmill Running,2023-03-07 17:52:07,false,"Base","3.50","194","00:30:22","127","149","2.2","153","245","8:41","6:27","--","--","0.75","--","--","--","--","--","157","0.0","146","215","4,636","--","No","00:30:22","1","--","--","--","--","00:29:41","00:30:22","--","--"
Treadmill Running,2023-03-01 12:32:27,false,"Treadmill Running","3.55","216","00:30:14","134","154","2.7","148","173","8:32","6:59","--","--","0.79","--","--","--","--","--","170","0.0","152","192","4,552","--","No","00:30:14","1","--","--","--","--","00:26:49","00:30:14","--","--"
Running,2023-02-28 17:48:03,false,"Seattle Running","5.58","298","00:37:30","135","157","3.2","156","176","6:43","5:01","51","61","0.95","--","--","--","--","6:40","212","0.0","198","274","5,944","--","No","00:04:55.8","6","--","--","--","--","00:35:47","00:37:30","168","245"
Treadmill Running,2023-02-26 18:03:44,false,"Treadmill Running","3.90","222","00:31:19","131","152","2.6","159","172","8:02","7:00","--","--","0.78","--","--","--","--","--","168","0.0","162","189","4,998","--","No","00:31:19","1","--","--","--","--","00:29:51","00:31:19","--","--"
Running,2023-02-13 09:37:34,false,"Minato Ward Running","7.24","421","00:59:01","133","158","3.3","137","244","8:09","4:06","94","78","0.90","--","--","--","--","7:48","188","0.0","160","340","8,334","--","No","00:02:57.6","8","--","--","--","--","00:55:01","00:59:01","-30","54"
Treadmill Running,2023-02-10 11:56:35,false,"Treadmill Running","2.89","126","00:31:30","102","128","0.7","131","172","10:54","7:14","--","--","0.70","--","--","--","--","--","145","0.0","114","186","4,238","--","No","00:31:30","1","--","--","--","--","00:27:34","00:31:30","--","--"
Running,2023-02-09 17:10:00,false,"Seattle Running","9.43","560","01:16:59","136","163","3.3","160","179","8:10","5:17","267","256","0.78","10.9","8.5","295","50.6% L / 49.4% R","7:25","201","0.0","188","359","12,150","--","No","00:03:31.9","10","--","33","19","42","01:16:51","01:16:59","11","104"
Running,2023-02-08 12:11:27,false,"Seattle Running","8.12","479","01:00:19","140","163","3.4","160","248","7:26","4:59","179","176","0.85","9.3","8.0","286","50.7% L / 49.3% R","7:01","203","0.0","189","350","9,556","--","No","00:02:28.9","9","--","31","21","40","00:59:55","01:00:19","10","131"
Treadmill Running,2023-02-07 18:33:40,false,"Treadmill Running","3.11","141","00:30:21","109","128","1.2","139","168","9:45","7:17","--","--","0.74","--","--","--","--","--","153","0.0","131","181","4,312","--","No","00:30:21","1","--","--","--","--","00:28:02","00:30:21","--","--"
Treadmill Running,2023-02-03 12:40:20,false,"Treadmill Running","3.57","186","00:30:32","124","157","2.4","154","170","8:33","7:14","--","--","0.76","--","--","--","--","--","161","0.0","149","186","4,696","--","No","00:30:32","1","--","--","--","--","00:29:39","00:30:32","--","--"
Treadmill Running,2023-02-02 17:45:43,false,"Uphill with z3 with poles","7.68","473","01:16:36","132","163","3.3","136","176","9:58","6:54","--","--","0.74","9.2","6.9","348","50.3% L / 49.7% R","--","130","0.0","116","227","10,262","--","No","00:00:09.4","17","--","32","22","42","01:16:28","01:16:36","--","--"
Running,2023-02-01 16:52:19,false,"Seattle Running","8.71","477","01:07:22","128","152","3.2","148","203","7:44","5:16","70","66","0.88","9.5","8.4","274","50.5% L / 49.5% R","7:38","193","0.0","173","291","9,836","--","No","00:06:30.0","9","--","30","17","44","01:03:58","01:07:22","6","33"
Treadmill Running,2023-01-31 18:04:20,false,"Treadmill Running","3.62","117","00:30:22","112","149","0.8","142","192","8:24","4:27","--","--","0.83","8.1","7.0","296","50.4% L / 49.6% R","--","168","0.0","137","218","4,276","--","No","00:30:22","1","--","28","14","40","00:30:02","00:30:22","--","--"
Treadmill Running,2023-01-20 17:20:35,false,"Treadmill Running","1.94","102","00:32:25","94","107","0.4","104","154","16:42","9:45","--","--","0.58","--","--","--","--","--","82","0.0","66","129","3,550","--","No","00:32:25","1","--","--","--","--","00:25:28","00:32:25","--","--"
Treadmill Running,2023-01-19 17:16:19,false,"Uphill with z3 with poles","7.71","527","01:18:37","137","172","3.9","129","173","10:12","5:52","--","--","0.76","8.9","6.9","380","50.0% L / 50.0% R","--","133","0.0","110","216","10,000","--","No","00:00:36.7","17","--","32","16","46","01:16:51","01:18:38","--","--"
Running,2023-01-18 16:30:25,false,"Seattle Running","9.01","505","01:07:32","134","154","3.4","151","213","7:30","5:38","153","153","0.90","9.3","8.4","282","50.5% L / 49.5% R","7:20","195","0.0","179","352","10,014","--","No","00:00:28.4","10","--","30","19","38","01:04:45","01:07:32","2","36"
Treadmill Running,2023-01-17 18:37:36,false,"Treadmill Running","3.54","153","00:30:39","111","132","1.6","135","173","8:40","5:57","--","--","0.84","7.5","6.6","290","50.3% L / 49.7% R","--","166","0.0","126","242","4,126","--","No","00:30:39","1","--","30","18","41","00:30:11","00:30:39","--","--"
Treadmill Running,2023-01-13 10:57:13,false,"Treadmill Running","4.48","193","00:30:20","132","150","2.3","154","190","6:46","5:38","--","--","0.95","9.4","9.1","280","50.4% L / 49.6% R","--","201","0.0","190","235","4,720","--","No","00:30:20","1","--","33","21","41","00:29:23","00:30:20","--","--"
Treadmill Running,2023-01-11 13:52:23,false,"Treadmill Running","6.05","252","00:48:08","121","142","2.2","139","169","7:57","5:45","--","--","0.89","8.1","7.6","273","50.3% L / 49.7% R","--","183","0.0","148","229","6,646","--","No","00:48:08","1","--","29","16","43","00:45:07","00:48:08","--","--"
Treadmill Running,2023-01-10 18:37:08,false,"Treadmill Running","1.57","84","00:32:58","85","98","0.2","97","210","20:59","12:46","--","--","0.49","--","--","--","--","--","59","0.0","51","86","3,486","--","No","00:32:58","1","--","--","--","--","00:24:55","00:33:04","--","--"
Treadmill Running,2023-01-09 17:48:07,false,"Treadmill Running","4.47","171","00:45:16","96","130","0.9","123","205","10:08","5:10","--","--","0.79","7.6","6.3","291","49.8% L / 50.2% R","--","145","0.0","103","214","5,698","--","No","00:45:16","1","--","26","16","39","00:43:16","00:48:32","--","--"
Treadmill Running,2023-01-05 18:11:02,false,"Treadmill Running","3.27","175","00:49:30","100","145","1.1","109","195","15:08","7:42","--","--","0.61","--","--","--","--","--","102","0.0","72","177","5,522","--","No","00:49:30","1","--","--","--","--","00:42:35","00:49:30","--","--"
Trail Running,2023-01-02 15:03:12,false,"Kirkland Trail Running","10.40","568","01:19:22","131","158","3.1","154","188","7:38","5:47","160","155","0.86","10.1","8.7","280","50.2% L / 49.8% R","7:24","197","0.0","184","318","12,330","--","No","00:02:53.1","11","--","32","17","40","01:17:54","01:19:22","134","180"
Treadmill Running,2022-12-31 17:21:07,false,"Treadmill Running","6.05","329","00:51:06","131","147","2.3","131","173","8:26","5:10","--","--","0.87","9.9","8.6","337","50.3% L / 49.7% R","--","185","0.0","146","257","6,790","--","No","00:51:06","1","--","30","16","40","00:50:04","00:51:06","--","--"
Treadmill Running,2022-12-29 17:07:09,false,"Treadmill Running","9.08","353","01:01:33","127","144","2.3","155","173","6:47","5:33","--","--","0.94","8.4","8.1","273","50.4% L / 49.6% R","--","195","0.0","178","239","9,484","--","No","01:01:33","1","--","32","17","42","01:00:12","01:01:33","--","--"
Treadmill Running,2022-12-26 15:42:57,false,"Threshold","5.37","268","00:42:33","129","151","2.3","151","188","7:56","5:31","--","--","0.83","--","--","--","--","--","176","0.0","163","246","6,460","--","No","00:00:17.5","6","--","--","--","--","00:39:04","00:42:33","--","--"
Treadmill Running,2022-12-22 13:48:26,false,"Treadmill Running","10.07","542","01:06:04","153","172","4.0","161","222","6:34","4:28","--","--","0.94","8.6","8.2","275","50.5% L / 49.5% R","--","193","0.0","186","264","10,544","--","No","00:00:23.3","6","--","35","17","44","01:05:14","01:06:04","--","--"
Running,2022-12-15 10:24:56,false,"Seattle Running","10.03","559","01:09:08","143","158","3.5","157","193","6:53","5:23","51","48","0.93","9.1","8.5","270","50.4% L / 49.6% R","6:49","209","0.0","198","335","10,726","--","No","00:00:22.0","11","--","31","20","42","01:08:29","01:09:08","8","31"
Treadmill Running,2022-12-13 17:59:14,false,"Treadmill Running","4.88","222","00:32:10","132","146","2.2","153","210","6:35","5:41","--","--","0.99","8.9","9.0","271","50.5% L / 49.5% R","--","206","0.0","191","249","4,880","--","No","00:05:55.6","5","--","27","17","36","00:30:21","00:32:10","--","--"
Treadmill Running,2022-12-11 16:29:42,false,"Treadmill Running","8.06","555","01:19:08","143","168","3.4","134","197","9:49","6:40","--","--","0.76","9.3","7.2","312","50.5% L / 49.5% R","--","141","0.0","120","305","10,644","--","No","00:01:36.9","9","--","33","17","48","01:17:53","01:19:08","--","--"
Treadmill Running,2022-12-09 13:14:48,false,"Treadmill Running","4.19","216","00:36:26","129","167","2.3","140","191","8:42","4:24","--","--","0.96","8.8","8.5","279","50.5% L / 49.5% R","--","176","0.0","147","289","5,082","--","No","00:01:49.5","5","--","27","17","38","00:31:14","00:36:26","--","--"
Trail Running,2022-12-08 07:12:55,false,"King County Trail Running","7.79","700","01:47:53","134","174","4.0","107","183","13:51","6:46","611","615","0.68","15.2","10.8","490","50.2% L / 49.8% R","10:25","171","0.0","135","543","11,196","--","No","00:07:38.7","8","--","32","18","47","01:37:54","01:47:53","163","770"
Running,2022-12-07 08:14:04,false,"Seattle Running","8.72","493","01:00:38","141","160","3.4","159","199","6:57","5:31","70","86","0.91","9.7","9.0","278","50.3% L / 49.8% R","6:50","209","0.0","200","285","9,484","--","No","00:05:59.9","9","--","29","18","41","00:59:19","01:00:38","9","47"
Treadmill Running,2022-12-06 08:12:10,false,"Treadmill Running","5.01","221","00:30:17","131","149","2.4","161","172","6:03","5:15","--","--","1.02","8.3","8.7","272","50.4% L / 49.6% R","--","217","0.0","204","286","4,848","--","No","00:00:05.3","6","--","30","20","43","00:30:14","00:30:17","--","--"
Treadmill Running,2022-12-03 17:08:08,false,"Treadmill Running","4.72","418","01:01:26","131","150","3.0","106","124","13:01","8:35","--","--","0.73","10.3","7.6","544","49.6% L / 50.4% R","--","90","0.0","86","227","6,484","--","No","00:09:18.6","5","--","31","19","39","01:00:27","01:01:26","--","--"
Treadmill Running,2022-12-02 13:03:22,false,"Treadmill Running","4.98","233","00:31:01","139","160","2.8","157","170","6:14","5:15","--","--","1.01","9.1","9.4","275","50.2% L / 49.8% R","--","220","0.0","208","277","4,846","--","No","00:05:43.2","5","--","34","13","44","00:29:59","00:32:56","--","--"
Running,2022-12-01 16:32:47,false,"Seattle Running","7.43","350","00:58:56","136","170","2.9","150","175","7:56","5:34","190","188","0.84","10.1","8.5","287","50.3% L / 49.7% R","7:19","198","0.0","182","294","8,720","--","No","00:05:14.4","8","--","34","17","43","00:56:56","01:03:24","10","137"
Running,2022-11-30 16:24:49,false,"Seattle Running","6.57","357","00:47:23","138","161","3.3","151","191","7:13","5:12","66","69","0.92","8.4","7.8","284","49.9% L / 50.1% R","7:07","189","0.0","172","295","7,052","--","No","00:05:57.7","7","--","30","18","40","00:45:41","00:47:23","-1","31"
Running,2022-11-24 15:51:01,false,"Banff Running","7.24","544","01:13:04","149","177","4.0","123","240","10:06","4:21","327","325","0.81","9.5","7.6","323","49.9% L / 50.1% R","8:28","178","0.0","142","327","8,746","--","No","00:02:00.1","8","--","35","20","47","01:03:28","01:13:04","1,383","1,697"
Treadmill Running,2022-11-22 08:30:40,false,"Treadmill Running","2.89","223","00:30:18","134","152","3.0","150","171","10:28","7:42","--","--","0.63","--","--","--","--","--","131","0.0","119","172","4,576","--","No","00:08:12.2","3","--","--","--","--","00:27:43","00:30:18","--","--"
Trail Running,2022-11-20 10:28:05,false,"King County Trail Running","24.33","1,452","04:07:16","137","171","4.2","135","187","10:10","5:54","928","920","0.74","10.2","7.6","329","50.0% L / 50.0% R","8:59","153","0.0","140","278","32,826","--","No","00:02:44.2","25","--","31","18","43","03:59:16","04:07:16","237","508"
Running,2022-11-18 12:47:55,false,"Seattle Running","5.21","273","00:39:21","129","154","3.1","148","171","7:33","5:06","58","53","0.90","8.9","8.3","283","50.5% L / 49.5% R","7:17","196","0.0","171","281","5,778","--","No","00:02:26.2","6","--","32","14","42","00:38:59","00:39:21","47","91"
Running,2022-11-16 16:15:24,false,"Seattle Running","6.61","362","00:46:17","141","157","3.5","156","172","7:00","5:35","74","70","0.90","8.9","8.1","281","50.5% L / 49.5% R","6:53","188","0.0","180","271","7,152","--","No","00:05:09.8","7","--","33","14","39","00:45:12","00:46:17","45","73"
Treadmill Running,2022-11-15 18:18:48,false,"Treadmill Running","5.01","230","00:31:27","141","157","3.2","161","172","6:17","5:46","--","--","0.97","8.9","8.8","275","50.7% L / 49.3% R","--","197","0.0","193","232","5,160","--","No","00:05:35.7","5","--","35","18","43","00:31:04","00:31:27","--","--"
Running,2022-11-11 12:34:21,false,"Seattle Running","3.81","214","00:30:10","131","152","2.9","145","176","7:55","5:46","68","106","0.86","9.8","8.6","287","50.7% L / 49.3% R","7:43","189","0.0","169","277","4,318","--","No","00:06:24.0","4","--","31","19","39","00:28:36","00:30:10","3","38"
Treadmill Running,2022-11-10 17:45:28,false,"Uphill w/ Z3, w/ poles","6.30","529","01:08:48","151","175","4.4","137","175","10:55","5:24","--","--","0.79","8.6","6.9","356","50.0% L / 50.0% R","--","134","0.0","118","227","9,334","--","No","00:00:47.8","19","--","36","24","45","01:04:23","01:08:48","--","--"
Running,2022-11-09 16:36:49,false,"Seattle Running","6.54","340","00:48:00","136","152","3.2","156","174","7:20","5:41","73","72","0.87","9.2","8.0","286","50.7% L / 49.3% R","7:17","177","0.0","168","251","7,396","--","No","00:04:57.8","7","--","29","19","41","00:46:51","00:48:00","1","30"
Running,2022-10-31 12:51:59,false,"Sydney Running","9.47","537","01:20:51","136","162","3.2","145","204","8:32","5:42","222","222","0.80","9.1","7.2","300","50.2% L / 49.8% R","8:11","169","0.0","153","279","11,496","--","No","00:04:22.6","10","--","34","18","45","01:19:50","01:20:51","3","48"
Running,2022-10-26 12:22:10,false,"Sydney Running","8.06","513","01:11:24","139","162","3.1","134","201","8:52","5:30","118","214","0.82","9.5","7.8","310","50.6% L / 49.4% R","8:40","172","0.0","146","273","9,442","--","No","00:00:47.7","9","--","31","22","43","01:06:37","03:46:47","-5","55"
Running,2022-10-24 09:18:19,false,"Canberra Running","6.11","381","00:46:38","148","175","3.5","145","182","7:38","4:43","136","135","0.90","--","--","--","--","--","--","0.0","--","--","6,912","21.0","No","00:46:38","1","25.0","--","--","--","00:44:23","00:46:59","857","916"
Running,2022-10-16 16:56:18,false,"Sydney Running","8.22","440","01:23:33","126","153","2.3","128","192","10:10","0:49","170","179","0.75","9.4","7.0","324","50.1% L / 49.9% R","--","--","0.0","--","--","10,502","23.0","No","01:23:33","1","28.0","--","--","--","01:17:24","01:23:33","207","257"
Running,2022-10-16 08:39:02,false,"Sydney Running","7.45","448","00:57:32","144","169","3.4","154","201","7:43","4:09","103","135","0.83","9.9","8.0","278","50.3% L / 49.7% R","--","--","0.0","--","--","8,698","23.0","No","00:57:32","1","31.0","--","--","--","00:56:07","03:08:54","192","282"
Running,2022-10-12 17:32:47,false,"Seattle Running","8.97","452","01:15:43","128","153","2.5","138","177","8:26","5:48","93","95","0.84","9.9","8.4","291","50.4% L / 49.6% R","--","--","0.0","--","--","10,346","21.0","No","01:15:43","1","25.0","--","--","--","01:10:05","01:15:43","167","199"
Treadmill Running,2022-10-10 12:35:25,false,"Treadmill Running","3.55","233","00:31:18","134","159","2.7","130","167","8:49","5:33","--","--","0.91","8.3","7.7","378","50.2% L / 49.8% R","--","--","0.0","--","--","4,072","23.0","No","00:01:59.8","3","26.0","--","--","--","00:27:56","00:31:18","--","--"
Running,2022-10-06 08:39:42,false,"Seattle Running","4.74","397","00:57:08","137","170","3.0","113","255","12:04","1:47","142","163","0.71","10.8","7.6","337","51.0% L / 49.0% R","--","--","0.0","--","--","6,214","20.0","No","00:22:44","2","23.0","--","--","--","00:45:07","00:57:29","164","211"
Running,2022-10-06 08:22:31,false,"Seattle - Hill Sprints","2.10","115","00:15:21","142","163","2.3","162","172","7:20","3:06","32","21","0.84","10.8","8.9","283","50.4% L / 49.6% R","--","--","0.0","--","--","2,458","20.0","No","00:00:21.0","2","26.0","--","--","--","00:15:09","00:15:21","176","208"
Running,2022-10-03 12:54:15,false,"Seattle Running","4.51","230","00:25:50","151","165","3.3","168","174","5:44","5:00","7","8","1.04","--","--","--","--","--","--","0.0","--","--","4,356","25.0","No","00:25:50","1","27.0","--","--","--","00:25:47","00:25:56","245","249"
Running,2022-09-29 12:57:28,false,"Seattle Running","5.45","304","00:35:32","151","172","3.3","157","173","6:31","4:59","56","54","0.98","--","--","--","--","--","--","0.0","--","--","5,702","22.0","No","00:35:32","1","29.0","--","--","--","00:35:13","00:37:20","173","200"
Running,2022-09-23 12:21:11,false,"Seattle Running","9.95","506","00:59:46","148","167","4.1","165","184","6:00","4:49","53","55","1.01","--","--","--","--","--","--","0.0","--","--","10,006","23.0","No","00:59:46","1","28.0","--","--","--","00:59:23","01:01:53","173","199"
Running,2022-09-21 17:59:14,false,"Seattle Running","5.22","295","00:39:01","143","168","2.7","159","197","7:28","5:40","78","82","0.84","--","--","--","--","--","--","0.0","--","--","6,328","24.0","No","00:39:01","1","28.0","--","--","--","00:38:39","00:42:28","181","225"
Running,2022-09-19 12:47:15,false,"Seattle Running","5.31","290","00:35:46","144","163","3.2","159","171","6:44","5:13","58","56","0.94","--","--","--","--","--","--","0.0","--","--","5,798","24.0","No","00:35:46","1","29.0","--","--","--","00:35:27","00:37:27","178","208"
Running,2022-09-16 18:13:37,false,"Seattle Running","9.87","543","01:05:48","148","164","3.6","160","186","6:40","5:00","93","88","0.94","--","--","--","--","--","--","0.0","--","--","10,616","20.0","No","01:05:48","1","24.0","--","--","--","01:05:34","01:06:30","140","188"
Running,2022-09-14 17:11:45,false,"Seattle Running","4.83","277","00:32:31","145","165","3.2","159","173","6:44","5:07","106","81","0.94","--","--","--","--","--","--","0.0","--","--","5,296","24.0","No","00:32:31","1","26.0","--","--","--","00:32:15","00:33:36","158","230"
Running,2022-09-08 16:37:51,false,"Chamonix-Mont-Blanc Running","2.42","145","00:17:11","146","159","2.6","151","169","7:07","5:48","1","25","0.93","--","--","--","--","--","--","0.0","--","--","2,704","26.0","No","00:17:11","1","30.0","--","--","--","00:17:06","00:17:22","1,110","1,135"
Running,2022-08-26 12:47:32,false,"Seattle Running","5.59","298","00:36:46","144","162","3.1","153","174","6:34","4:48","56","51","1.00","--","--","--","--","--","--","0.0","--","--","5,724","23.0","No","00:36:46","1","27.0","--","--","--","00:36:34","00:37:02","1,173","1,200"
Running,2022-08-23 07:55:22,false,"Seattle Running","9.98","526","01:01:57","146","167","3.6","165","174","6:12","5:07","52","43","0.97","--","--","--","--","--","--","0.0","--","--","10,334","22.0","No","01:01:57","1","27.0","--","--","--","01:01:45","01:03:26","1,177","1,204"
Running,2022-08-20 12:37:04,false,"Seattle Running","6.09","305","00:42:16","134","165","3.0","140","243","6:56","4:38","88","77","1.03","--","--","--","--","--","--","0.0","--","--","6,124","27.0","No","00:42:16","1","30.0","--","--","--","00:41:52","00:45:07","1,181","1,225"
Running,2022-08-19 14:11:55,false,"Seattle Running","8.81","465","00:55:59","147","165","3.6","158","174","6:21","4:38","67","61","0.99","--","--","--","--","--","--","0.0","--","--","9,058","24.0","No","00:55:59","1","31.0","--","--","--","00:55:23","01:01:14","1,174","1,204"
Running,2022-08-18 11:42:53,false,"Seattle Running","5.45","293","00:34:55","148","173","3.5","153","176","6:24","3:55","55","44","1.02","--","--","--","--","--","--","0.0","--","--","5,746","24.0","No","00:34:55","1","33.0","--","--","--","00:34:36","00:40:30","1,200","1,226"
Running,2022-08-15 17:58:45,false,"Seattle Running","5.04","269","00:33:33","143","164","2.9","163","173","6:39","4:45","55","52","0.92","--","--","--","--","--","--","0.0","--","--","5,514","27.0","No","00:33:33","1","30.0","--","--","--","00:33:27","00:33:44","297","337"
Running,2022-08-10 17:44:37,false,"Seattle Running","9.28","473","00:58:43","144","165","3.2","161","230","6:20","4:35","104","102","0.98","--","--","--","--","--","--","0.0","--","--","9,784","24.0","No","00:58:43","1","27.0","--","--","--","00:58:19","01:04:05","489","537"
Running,2022-08-05 12:11:47,false,"Seattle Running","5.36","278","00:33:07","144","164","3.2","163","173","6:11","4:09","54","50","0.99","--","--","--","--","--","--","0.0","--","--","5,568","24.0","No","00:33:07","1","29.0","--","--","--","00:32:51","00:34:32","865","891"
Running,2022-08-01 17:24:21,false,"Seattle Running","10.26","513","01:12:40","137","163","3.4","150","174","7:05","4:29","58","41","0.94","--","--","--","--","--","--","0.0","--","--","11,600","28.0","No","01:12:40","1","34.0","--","--","--","01:11:57","01:24:04","1,178","1,204"
Running,2022-07-28 09:01:43,false,"Seattle Running","5.75","336","00:39:22","150","169","3.5","161","237","6:51","4:42","97","97","0.90","--","--","--","--","--","--","0.0","--","--","6,500","27.0","No","00:39:22","1","30.0","--","--","--","00:39:09","00:40:15","1,187","1,267"
Running,2022-07-26 07:54:01,false,"Seattle Running","5.49","270","00:41:19","128","156","2.4","150","174","7:31","5:10","51","50","0.89","--","--","--","--","--","--","0.0","--","--","6,328","26.0","No","00:41:19","1","29.0","--","--","--","00:41:08","00:42:43","1,244","1,269"
Running,2022-07-22 13:27:21,false,"Seattle Running","6.26","354","00:44:23","145","167","3.2","156","194","7:06","4:56","125","124","0.90","--","--","--","--","--","--","0.0","--","--","7,190","23.0","No","00:44:23","1","29.0","--","--","--","00:44:04","00:46:37","1,183","1,275"
Running,2022-07-19 18:03:24,false,"Seattle Running","10.80","587","01:11:23","147","163","3.7","163","176","6:37","4:32","54","60","0.93","--","--","--","--","--","--","0.0","--","--","11,820","30.0","No","01:11:23","1","32.0","--","--","--","01:11:08","01:17:09","1,175","1,199"
